,Generation,Best Solution,m,n,k,Iteration
0,20000,24206,3,5,50,75
2,1000,28450,3,8,10,75
1,10000,25023,3,8,10,75
0,20000,24704,3,8,10,75
2,1000,27853,3,8,20,75
1,10000,24555,3,8,20,75
0,20000,23849,3,8,20,75
2,1000,27884,3,8,50,75
1,10000,26147,3,8,50,75
0,20000,25508,3,8,50,75
2,1000,30143,5,3,10,75
1,10000,26229,5,3,10,75
0,20000,24187,5,3,10,75
2,1000,30686,5,3,20,75
1,10000,25695,5,3,20,75
0,20000,24876,5,3,20,75
2,1000,29076,5,3,50,75
1,10000,26313,5,3,50,75
0,20000,24270,5,3,50,75
2,1000,27383,5,5,10,75
1,10000,23513,5,5,10,75
0,20000,23212,5,5,10,75
2,1000,30024,5,5,20,75
1,10000,25534,5,5,20,75
0,20000,23296,5,5,20,75
2,1000,32062,5,5,50,75
1,10000,29994,5,5,50,75
0,20000,27151,5,5,50,75
2,1000,28799,5,8,10,75
1,10000,23996,5,8,10,75
0,20000,23124,5,8,10,75
2,1000,25217,5,8,20,75
1,10000,23772,5,8,20,75
0,20000,22939,5,8,20,75
2,1000,26859,5,8,50,75
1,10000,25889,5,8,50,75
0,20000,24966,5,8,50,75
2,1000,40173,2,3,10,76
1,10000,28918,2,3,10,76
0,20000,26002,2,3,10,76
2,1000,38119,2,3,20,76
1,10000,32515,2,3,20,76
0,20000,27148,2,3,20,76
2,1000,38686,2,3,50,76
1,10000,33881,2,3,50,76
0,20000,31196,2,3,50,76
2,1000,28992,2,5,10,76
1,10000,26300,2,5,10,76
0,20000,24799,2,5,10,76
2,1000,26642,2,5,20,76
1,10000,25131,2,5,20,76
0,20000,24155,2,5,20,76
2,1000,30278,2,5,50,76
1,10000,27009,2,5,50,76
0,20000,26187,2,5,50,76
2,1000,27342,2,8,10,76
1,10000,24773,2,8,10,76
0,20000,24147,2,8,10,76
2,1000,31694,2,8,20,76
1,10000,24913,2,8,20,76
0,20000,22818,2,8,20,76
2,1000,31412,2,8,50,76
1,10000,29438,2,8,50,76
0,20000,26861,2,8,50,76
2,1000,34911,3,3,10,76
1,10000,27528,3,3,10,76
0,20000,26210,3,3,10,76
2,1000,31801,3,3,20,76
1,10000,28257,3,3,20,76
0,20000,25733,3,3,20,76
2,1000,37265,3,3,50,76
1,10000,33395,3,3,50,76
0,20000,29900,3,3,50,76
2,1000,36758,3,5,10,76
1,10000,27914,3,5,10,76
0,20000,26063,3,5,10,76
2,1000,33836,3,5,20,76
1,10000,27618,3,5,20,76
0,20000,25052,3,5,20,76
2,1000,32629,3,5,50,76
1,10000,27055,3,5,50,76
0,20000,26669,3,5,50,76
2,1000,35279,3,8,10,76
1,10000,25436,3,8,10,76
0,20000,23736,3,8,10,76
2,1000,27138,3,8,20,76
1,10000,24940,3,8,20,76
0,20000,24508,3,8,20,76
2,1000,31193,3,8,50,76
1,10000,24745,3,8,50,76
0,20000,23907,3,8,50,76
2,1000,28227,5,3,10,76
1,10000,24948,5,3,10,76
0,20000,23975,5,3,10,76
2,1000,26952,5,3,20,76
1,10000,24057,5,3,20,76
0,20000,22817,5,3,20,76
2,1000,30318,5,3,50,76
1,10000,26117,5,3,50,76
0,20000,25574,5,3,50,76
2,1000,34217,5,5,10,76
1,10000,27353,5,5,10,76
0,20000,24978,5,5,10,76
2,1000,35229,5,5,20,76
1,10000,29741,5,5,20,76
0,20000,25887,5,5,20,76
2,1000,37205,5,5,50,76
1,10000,31559,5,5,50,76
0,20000,28343,5,5,50,76
2,1000,29105,5,8,10,76
1,10000,26036,5,8,10,76
0,20000,25710,5,8,10,76
2,1000,36540,5,8,20,76
1,10000,23924,5,8,20,76
0,20000,21799,5,8,20,76
2,1000,29051,5,8,50,76
1,10000,26043,5,8,50,76
0,20000,25203,5,8,50,76
2,1000,26590,2,3,10,77
1,10000,25288,2,3,10,77
0,20000,25001,2,3,10,77
2,1000,27142,2,3,20,77
1,10000,25604,2,3,20,77
0,20000,24352,2,3,20,77
2,1000,26623,2,3,50,77
1,10000,26454,2,3,50,77
0,20000,26018,2,3,50,77
2,1000,31339,2,5,10,77
1,10000,25602,2,5,10,77
0,20000,23959,2,5,10,77
2,1000,34969,2,5,20,77
1,10000,28674,2,5,20,77
0,20000,27353,2,5,20,77
2,1000,31432,2,5,50,77
1,10000,28402,2,5,50,77
0,20000,26216,2,5,50,77
2,1000,31399,2,8,10,77
1,10000,27163,2,8,10,77
0,20000,24590,2,8,10,77
2,1000,36212,2,8,20,77
1,10000,27724,2,8,20,77
0,20000,25592,2,8,20,77
2,1000,28006,2,8,50,77
1,10000,26377,2,8,50,77
0,20000,24973,2,8,50,77
2,1000,26545,3,3,10,77
1,10000,23754,3,3,10,77
0,20000,22694,3,3,10,77
2,1000,31054,3,3,20,77
1,10000,25896,3,3,20,77
0,20000,24315,3,3,20,77
2,1000,28284,3,3,50,77
1,10000,27161,3,3,50,77
0,20000,26568,3,3,50,77
2,1000,30796,3,5,10,77
1,10000,25392,3,5,10,77
0,20000,24338,3,5,10,77
2,1000,27015,3,5,20,77
1,10000,24108,3,5,20,77
0,20000,23423,3,5,20,77
2,1000,41772,3,5,50,77
1,10000,34148,3,5,50,77
0,20000,31477,3,5,50,77
2,1000,31997,3,8,10,77
1,10000,23353,3,8,10,77
0,20000,22765,3,8,10,77
2,1000,26168,3,8,20,77
1,10000,23109,3,8,20,77
0,20000,22691,3,8,20,77
2,1000,28790,3,8,50,77
1,10000,25294,3,8,50,77
0,20000,24145,3,8,50,77
2,1000,27407,5,3,10,77
1,10000,22937,5,3,10,77
0,20000,22893,5,3,10,77
2,1000,29099,5,3,20,77
1,10000,26236,5,3,20,77
0,20000,24886,5,3,20,77
2,1000,28529,5,3,50,77
1,10000,26680,5,3,50,77
0,20000,25889,5,3,50,77
2,1000,27184,5,5,10,77
1,10000,25563,5,5,10,77
0,20000,24785,5,5,10,77
2,1000,27609,5,5,20,77
1,10000,24119,5,5,20,77
0,20000,22814,5,5,20,77
2,1000,38658,5,5,50,77
1,10000,32125,5,5,50,77
0,20000,29320,5,5,50,77
2,1000,28631,5,8,10,77
1,10000,22887,5,8,10,77
0,20000,21921,5,8,10,77
2,1000,27793,5,8,20,77
1,10000,24321,5,8,20,77
0,20000,23003,5,8,20,77
2,1000,34546,5,8,50,77
1,10000,24489,5,8,50,77
0,20000,23486,5,8,50,77
2,1000,29631,2,3,10,78
1,10000,26109,2,3,10,78
0,20000,24673,2,3,10,78
2,1000,29023,2,3,20,78
1,10000,26592,2,3,20,78
0,20000,24889,2,3,20,78
2,1000,26782,2,3,50,78
1,10000,26062,2,3,50,78
0,20000,24576,2,3,50,78
2,1000,26891,2,5,10,78
1,10000,24448,2,5,10,78
0,20000,24372,2,5,10,78
2,1000,28384,2,5,20,78
1,10000,26002,2,5,20,78
0,20000,25052,2,5,20,78
2,1000,29497,2,5,50,78
1,10000,27326,2,5,50,78
0,20000,25130,2,5,50,78
2,1000,29574,2,8,10,78
1,10000,24854,2,8,10,78
0,20000,23233,2,8,10,78
2,1000,25748,2,8,20,78
1,10000,23982,2,8,20,78
0,20000,23235,2,8,20,78
2,1000,29081,2,8,50,78
1,10000,27078,2,8,50,78
0,20000,26731,2,8,50,78
2,1000,37328,3,3,10,78
1,10000,29154,3,3,10,78
0,20000,26236,3,3,10,78
2,1000,34507,3,3,20,78
1,10000,26783,3,3,20,78
0,20000,25889,3,3,20,78
2,1000,25557,3,3,50,78
1,10000,23442,3,3,50,78
0,20000,23169,3,3,50,78
2,1000,26738,3,5,10,78
1,10000,23687,3,5,10,78
0,20000,22490,3,5,10,78
2,1000,27026,3,5,20,78
1,10000,23630,3,5,20,78
0,20000,23199,3,5,20,78
2,1000,34021,3,5,50,78
1,10000,28698,3,5,50,78
0,20000,26866,3,5,50,78
2,1000,25254,3,8,10,78
1,10000,22686,3,8,10,78
0,20000,22160,3,8,10,78
2,1000,29856,3,8,20,78
1,10000,24916,3,8,20,78
0,20000,23295,3,8,20,78
2,1000,27226,3,8,50,78
1,10000,25538,3,8,50,78
0,20000,24607,3,8,50,78
2,1000,30006,5,3,10,78
1,10000,25264,5,3,10,78
0,20000,24448,5,3,10,78
2,1000,26783,5,3,20,78
1,10000,25433,5,3,20,78
0,20000,24337,5,3,20,78
2,1000,33767,5,3,50,78
1,10000,31173,5,3,50,78
0,20000,29039,5,3,50,78
2,1000,44600,5,5,10,78
1,10000,26475,5,5,10,78
0,20000,23697,5,5,10,78
2,1000,32658,5,5,20,78
1,10000,25295,5,5,20,78
0,20000,23202,5,5,20,78
2,1000,27596,5,5,50,78
1,10000,25121,5,5,50,78
0,20000,24454,5,5,50,78
2,1000,27223,5,8,10,78
1,10000,23368,5,8,10,78
0,20000,22119,5,8,10,78
2,1000,36454,5,8,20,78
1,10000,25543,5,8,20,78
0,20000,24101,5,8,20,78
2,1000,32574,5,8,50,78
1,10000,26915,5,8,50,78
0,20000,25923,5,8,50,78
2,1000,31794,2,3,10,79
1,10000,28796,2,3,10,79
0,20000,25963,2,3,10,79
2,1000,28035,2,3,20,79
1,10000,25959,2,3,20,79
0,20000,24533,2,3,20,79
2,1000,30930,2,3,50,79
1,10000,29750,2,3,50,79
0,20000,28155,2,3,50,79
2,1000,29881,2,5,10,79
1,10000,26783,2,5,10,79
0,20000,25981,2,5,10,79
2,1000,30322,2,5,20,79
1,10000,25769,2,5,20,79
0,20000,24421,2,5,20,79
2,1000,27975,2,5,50,79
1,10000,26246,2,5,50,79
0,20000,24672,2,5,50,79
2,1000,32894,2,8,10,79
1,10000,26130,2,8,10,79
0,20000,23790,2,8,10,79
2,1000,29490,2,8,20,79
1,10000,24466,2,8,20,79
0,20000,23700,2,8,20,79
2,1000,28511,2,8,50,79
1,10000,26788,2,8,50,79
0,20000,25415,2,8,50,79
2,1000,27868,3,3,10,79
1,10000,24195,3,3,10,79
0,20000,23791,3,3,10,79
2,1000,26819,3,3,20,79
1,10000,26105,3,3,20,79
0,20000,25784,3,3,20,79
2,1000,29109,3,3,50,79
1,10000,27195,3,3,50,79
0,20000,25547,3,3,50,79
2,1000,25226,3,5,10,79
1,10000,23798,3,5,10,79
0,20000,22765,3,5,10,79
2,1000,30587,3,5,20,79
1,10000,26182,3,5,20,79
0,20000,24464,3,5,20,79
2,1000,25307,3,5,50,79
1,10000,24397,3,5,50,79
0,20000,24209,3,5,50,79
2,1000,25997,3,8,10,79
1,10000,23508,3,8,10,79
0,20000,23103,3,8,10,79
2,1000,28461,3,8,20,79
1,10000,25196,3,8,20,79
0,20000,24142,3,8,20,79
2,1000,25933,3,8,50,79
1,10000,23688,3,8,50,79
0,20000,22739,3,8,50,79
2,1000,29285,5,3,10,79
1,10000,24382,5,3,10,79
0,20000,23704,5,3,10,79
2,1000,34088,5,3,20,79
1,10000,27597,5,3,20,79
0,20000,24846,5,3,20,79
2,1000,27567,5,3,50,79
1,10000,25240,5,3,50,79
0,20000,24270,5,3,50,79
2,1000,31595,5,5,10,79
1,10000,25549,5,5,10,79
0,20000,24041,5,5,10,79
2,1000,29197,5,5,20,79
1,10000,25741,5,5,20,79
0,20000,24582,5,5,20,79
2,1000,26954,5,5,50,79
1,10000,25062,5,5,50,79
0,20000,24641,5,5,50,79
2,1000,29723,5,8,10,79
1,10000,23592,5,8,10,79
0,20000,23781,5,8,10,79
2,1000,34178,5,8,20,79
1,10000,26833,5,8,20,79
0,20000,26395,5,8,20,79
2,1000,30824,5,8,50,79
1,10000,26815,5,8,50,79
0,20000,25146,5,8,50,79
2,1000,27597,2,3,10,80
1,10000,25887,2,3,10,80
0,20000,24456,2,3,10,80
2,1000,30368,2,3,20,80
1,10000,27669,2,3,20,80
0,20000,25855,2,3,20,80
2,1000,29663,2,3,50,80
1,10000,25524,2,3,50,80
0,20000,24794,2,3,50,80
2,1000,26722,2,5,10,80
1,10000,23638,2,5,10,80
0,20000,23574,2,5,10,80
2,1000,30167,2,5,20,80
1,10000,26595,2,5,20,80
0,20000,25151,2,5,20,80
2,1000,42480,2,5,50,80
1,10000,33430,2,5,50,80
0,20000,31519,2,5,50,80
2,1000,27921,2,8,10,80
1,10000,25411,2,8,10,80
0,20000,24093,2,8,10,80
2,1000,27294,2,8,20,80
1,10000,24872,2,8,20,80
0,20000,24671,2,8,20,80
2,1000,28549,2,8,50,80
1,10000,25567,2,8,50,80
0,20000,24617,2,8,50,80
2,1000,28208,3,3,10,80
1,10000,24898,3,3,10,80
0,20000,22747,3,3,10,80
2,1000,27879,3,3,20,80
1,10000,25407,3,3,20,80
0,20000,23874,3,3,20,80
2,1000,27382,3,3,50,80
1,10000,25802,3,3,50,80
0,20000,24311,3,3,50,80
2,1000,25509,3,5,10,80
1,10000,23334,3,5,10,80
0,20000,22504,3,5,10,80
2,1000,27049,3,5,20,80
1,10000,24477,3,5,20,80
0,20000,23655,3,5,20,80
2,1000,29182,3,5,50,80
1,10000,26322,3,5,50,80
0,20000,24875,3,5,50,80
2,1000,28955,3,8,10,80
1,10000,23961,3,8,10,80
0,20000,23217,3,8,10,80
2,1000,27363,3,8,20,80
1,10000,23166,3,8,20,80
0,20000,22907,3,8,20,80
2,1000,27004,3,8,50,80
1,10000,25709,3,8,50,80
0,20000,24473,3,8,50,80
2,1000,30150,5,3,10,80
1,10000,25001,5,3,10,80
0,20000,23097,5,3,10,80
2,1000,37334,5,3,20,80
1,10000,29634,5,3,20,80
0,20000,26884,5,3,20,80
2,1000,58684,5,3,50,80
1,10000,40831,5,3,50,80
0,20000,34860,5,3,50,80
2,1000,25704,5,5,10,80
1,10000,22445,5,5,10,80
0,20000,22222,5,5,10,80
2,1000,26923,5,5,20,80
1,10000,24836,5,5,20,80
0,20000,23771,5,5,20,80
2,1000,26349,5,5,50,80
1,10000,25969,5,5,50,80
0,20000,25032,5,5,50,80
2,1000,25289,5,8,10,80
1,10000,22598,5,8,10,80
0,20000,22598,5,8,10,80
2,1000,26857,5,8,20,80
1,10000,24323,5,8,20,80
0,20000,23942,5,8,20,80
2,1000,27083,5,8,50,80
1,10000,22811,5,8,50,80
0,20000,22263,5,8,50,80
2,1000,26568,2,3,10,81
1,10000,24552,2,3,10,81
0,20000,23466,2,3,10,81
2,1000,26568,2,3,20,81
1,10000,24769,2,3,20,81
0,20000,23443,2,3,20,81
2,1000,25213,2,3,50,81
1,10000,24591,2,3,50,81
0,20000,23936,2,3,50,81
2,1000,30340,2,5,10,81
1,10000,25675,2,5,10,81
0,20000,24698,2,5,10,81
2,1000,27476,2,5,20,81
1,10000,25769,2,5,20,81
0,20000,25712,2,5,20,81
2,1000,35509,2,5,50,81
1,10000,32101,2,5,50,81
0,20000,29504,2,5,50,81
2,1000,27758,2,8,10,81
1,10000,25327,2,8,10,81
0,20000,23269,2,8,10,81
2,1000,29356,2,8,20,81
1,10000,27192,2,8,20,81
0,20000,24703,2,8,20,81
2,1000,37998,2,8,50,81
1,10000,30925,2,8,50,81
0,20000,27387,2,8,50,81
2,1000,33078,3,3,10,81
1,10000,26408,3,3,10,81
0,20000,23185,3,3,10,81
2,1000,34280,3,3,20,81
1,10000,30251,3,3,20,81
0,20000,28297,3,3,20,81
2,1000,36797,3,3,50,81
1,10000,33064,3,3,50,81
0,20000,29078,3,3,50,81
2,1000,27847,3,5,10,81
1,10000,24744,3,5,10,81
0,20000,23868,3,5,10,81
2,1000,29153,3,5,20,81
1,10000,25463,3,5,20,81
0,20000,24262,3,5,20,81
2,1000,29753,3,5,50,81
1,10000,26620,3,5,50,81
0,20000,25414,3,5,50,81
2,1000,26779,3,8,10,81
1,10000,26437,3,8,10,81
0,20000,24772,3,8,10,81
2,1000,28647,3,8,20,81
1,10000,24140,3,8,20,81
0,20000,23435,3,8,20,81
2,1000,30358,3,8,50,81
1,10000,26040,3,8,50,81
0,20000,24883,3,8,50,81
2,1000,25825,5,3,10,81
1,10000,23730,5,3,10,81
0,20000,23167,5,3,10,81
2,1000,28003,5,3,20,81
1,10000,25654,5,3,20,81
0,20000,25230,5,3,20,81
2,1000,26984,5,3,50,81
1,10000,25417,5,3,50,81
0,20000,24076,5,3,50,81
2,1000,31821,5,5,10,81
1,10000,26295,5,5,10,81
0,20000,24390,5,5,10,81
2,1000,28932,5,5,20,81
1,10000,23563,5,5,20,81
0,20000,22861,5,5,20,81
2,1000,26432,5,5,50,81
1,10000,24416,5,5,50,81
0,20000,23306,5,5,50,81
2,1000,32134,5,8,10,81
1,10000,23445,5,8,10,81
0,20000,22127,5,8,10,81
2,1000,25980,5,8,20,81
1,10000,24030,5,8,20,81
0,20000,23681,5,8,20,81
2,1000,25928,5,8,50,81
1,10000,24646,5,8,50,81
0,20000,23494,5,8,50,81
2,1000,33439,2,3,10,82
1,10000,28479,2,3,10,82
0,20000,26994,2,3,10,82
2,1000,28237,2,3,20,82
1,10000,26689,2,3,20,82
0,20000,25292,2,3,20,82
2,1000,29313,2,3,50,82
1,10000,28438,2,3,50,82
0,20000,27896,2,3,50,82
2,1000,26511,2,5,10,82
1,10000,25084,2,5,10,82
0,20000,24513,2,5,10,82
2,1000,28978,2,5,20,82
1,10000,27173,2,5,20,82
0,20000,26100,2,5,20,82
2,1000,25692,2,5,50,82
1,10000,23971,2,5,50,82
0,20000,23267,2,5,50,82
2,1000,27011,2,8,10,82
1,10000,22865,2,8,10,82
0,20000,22631,2,8,10,82
2,1000,27227,2,8,20,82
1,10000,25310,2,8,20,82
0,20000,23570,2,8,20,82
2,1000,28033,2,8,50,82
1,10000,26218,2,8,50,82
0,20000,24699,2,8,50,82
2,1000,27550,3,3,10,82
1,10000,24689,3,3,10,82
0,20000,23307,3,3,10,82
2,1000,27538,3,3,20,82
1,10000,26264,3,3,20,82
0,20000,25581,3,3,20,82
2,1000,28087,3,3,50,82
1,10000,27399,3,3,50,82
0,20000,25725,3,3,50,82
2,1000,25845,3,5,10,82
1,10000,24123,3,5,10,82
0,20000,23509,3,5,10,82
2,1000,29449,3,5,20,82
1,10000,25474,3,5,20,82
0,20000,24690,3,5,20,82
2,1000,34839,3,5,50,82
1,10000,30370,3,5,50,82
0,20000,27866,3,5,50,82
2,1000,38043,3,8,10,82
1,10000,25812,3,8,10,82
0,20000,23629,3,8,10,82
2,1000,30597,3,8,20,82
1,10000,24800,3,8,20,82
0,20000,23628,3,8,20,82
2,1000,34377,3,8,50,82
1,10000,28041,3,8,50,82
0,20000,26349,3,8,50,82
2,1000,27783,5,3,10,82
1,10000,23469,5,3,10,82
0,20000,22548,5,3,10,82
2,1000,25678,5,3,20,82
1,10000,24317,5,3,20,82
0,20000,23780,5,3,20,82
2,1000,24940,5,3,50,82
1,10000,23290,5,3,50,82
0,20000,22817,5,3,50,82
2,1000,27067,5,5,10,82
1,10000,22870,5,5,10,82
0,20000,22446,5,5,10,82
2,1000,32767,5,5,20,82
1,10000,26196,5,5,20,82
0,20000,25396,5,5,20,82
2,1000,28312,5,5,50,82
1,10000,25919,5,5,50,82
0,20000,23904,5,5,50,82
2,1000,29757,5,8,10,82
1,10000,23451,5,8,10,82
0,20000,22236,5,8,10,82
2,1000,27393,5,8,20,82
1,10000,24257,5,8,20,82
0,20000,23651,5,8,20,82
2,1000,31281,5,8,50,82
1,10000,26695,5,8,50,82
0,20000,23617,5,8,50,82
2,1000,25144,2,3,10,83
1,10000,24465,2,3,10,83
0,20000,24318,2,3,10,83
2,1000,29064,2,3,20,83
1,10000,24968,2,3,20,83
0,20000,24624,2,3,20,83
2,1000,27460,2,3,50,83
1,10000,24751,2,3,50,83
0,20000,24179,2,3,50,83
2,1000,27697,2,5,10,83
1,10000,22456,2,5,10,83
0,20000,22113,2,5,10,83
2,1000,27382,2,5,20,83
1,10000,25919,2,5,20,83
0,20000,24628,2,5,20,83
2,1000,28769,2,5,50,83
1,10000,27802,2,5,50,83
0,20000,25807,2,5,50,83
2,1000,28596,2,8,10,83
1,10000,23805,2,8,10,83
0,20000,23424,2,8,10,83
2,1000,28091,2,8,20,83
1,10000,25161,2,8,20,83
0,20000,23978,2,8,20,83
2,1000,30933,2,8,50,83
1,10000,27310,2,8,50,83
0,20000,26095,2,8,50,83
2,1000,28505,3,3,10,83
1,10000,24851,3,3,10,83
0,20000,23877,3,3,10,83
2,1000,26808,3,3,20,83
1,10000,24349,3,3,20,83
0,20000,23241,3,3,20,83
2,1000,32843,3,3,50,83
1,10000,28048,3,3,50,83
0,20000,26600,3,3,50,83
2,1000,26687,3,5,10,83
1,10000,24731,3,5,10,83
0,20000,23131,3,5,10,83
2,1000,28345,3,5,20,83
1,10000,25436,3,5,20,83
0,20000,24100,3,5,20,83
2,1000,25820,3,5,50,83
1,10000,25275,3,5,50,83
0,20000,24187,3,5,50,83
2,1000,25962,3,8,10,83
1,10000,23163,3,8,10,83
0,20000,22323,3,8,10,83
2,1000,26871,3,8,20,83
1,10000,23664,3,8,20,83
0,20000,21967,3,8,20,83
2,1000,25697,3,8,50,83
1,10000,23893,3,8,50,83
0,20000,22824,3,8,50,83
2,1000,27229,5,3,10,83
1,10000,24567,5,3,10,83
0,20000,24084,5,3,10,83
2,1000,27871,5,3,20,83
1,10000,24431,5,3,20,83
0,20000,23429,5,3,20,83
2,1000,29434,5,3,50,83
1,10000,25953,5,3,50,83
0,20000,24787,5,3,50,83
2,1000,25089,5,5,10,83
1,10000,24004,5,5,10,83
0,20000,23220,5,5,10,83
2,1000,29779,5,5,20,83
1,10000,25554,5,5,20,83
0,20000,23547,5,5,20,83
2,1000,30257,5,5,50,83
1,10000,28353,5,5,50,83
0,20000,25006,5,5,50,83
2,1000,28784,5,8,10,83
1,10000,25407,5,8,10,83
0,20000,23240,5,8,10,83
2,1000,28366,5,8,20,83
1,10000,25150,5,8,20,83
0,20000,24553,5,8,20,83
2,1000,29660,5,8,50,83
1,10000,25524,5,8,50,83
0,20000,23575,5,8,50,83
2,1000,27382,2,3,10,84
1,10000,26082,2,3,10,84
0,20000,25172,2,3,10,84
2,1000,32886,2,3,20,84
1,10000,31619,2,3,20,84
0,20000,29028,2,3,20,84
2,1000,29836,2,3,50,84
1,10000,28507,2,3,50,84
0,20000,27165,2,3,50,84
2,1000,28430,2,5,10,84
1,10000,24673,2,5,10,84
0,20000,24189,2,5,10,84
2,1000,30593,2,5,20,84
1,10000,27158,2,5,20,84
0,20000,25565,2,5,20,84
2,1000,31690,2,5,50,84
1,10000,28840,2,5,50,84
0,20000,28302,2,5,50,84
2,1000,32568,2,8,10,84
1,10000,25823,2,8,10,84
0,20000,24284,2,8,10,84
2,1000,26020,2,8,20,84
1,10000,24576,2,8,20,84
0,20000,23537,2,8,20,84
2,1000,27002,2,8,50,84
1,10000,24642,2,8,50,84
0,20000,24266,2,8,50,84
2,1000,36126,3,3,10,84
1,10000,31011,3,3,10,84
0,20000,26832,3,3,10,84
2,1000,26478,3,3,20,84
1,10000,22890,3,3,20,84
0,20000,22609,3,3,20,84
2,1000,33318,3,3,50,84
1,10000,26997,3,3,50,84
0,20000,25016,3,3,50,84
2,1000,25723,3,5,10,84
1,10000,22839,3,5,10,84
0,20000,22103,3,5,10,84
2,1000,30020,3,5,20,84
1,10000,25403,3,5,20,84
0,20000,24385,3,5,20,84
2,1000,27656,3,5,50,84
1,10000,26295,3,5,50,84
0,20000,25781,3,5,50,84
2,1000,24923,3,8,10,84
1,10000,22875,3,8,10,84
0,20000,22863,3,8,10,84
2,1000,31738,3,8,20,84
1,10000,25108,3,8,20,84
0,20000,23995,3,8,20,84
2,1000,26842,3,8,50,84
1,10000,24924,3,8,50,84
0,20000,24839,3,8,50,84
2,1000,27445,5,3,10,84
1,10000,23888,5,3,10,84
0,20000,22517,5,3,10,84
2,1000,26198,5,3,20,84
1,10000,24660,5,3,20,84
0,20000,23365,5,3,20,84
2,1000,28719,5,3,50,84
1,10000,27346,5,3,50,84
0,20000,25534,5,3,50,84
2,1000,30855,5,5,10,84
1,10000,26106,5,5,10,84
0,20000,25496,5,5,10,84
2,1000,28578,5,5,20,84
1,10000,25254,5,5,20,84
0,20000,24382,5,5,20,84
2,1000,27435,5,5,50,84
1,10000,24854,5,5,50,84
0,20000,24069,5,5,50,84
2,1000,25562,5,8,10,84
1,10000,22884,5,8,10,84
0,20000,22058,5,8,10,84
2,1000,28304,5,8,20,84
1,10000,25580,5,8,20,84
0,20000,23891,5,8,20,84
2,1000,27343,5,8,50,84
1,10000,23826,5,8,50,84
0,20000,23088,5,8,50,84
2,1000,26911,2,3,10,85
1,10000,25966,2,3,10,85
0,20000,25019,2,3,10,85
2,1000,26702,2,3,20,85
1,10000,24067,2,3,20,85
0,20000,23899,2,3,20,85
2,1000,26059,2,3,50,85
1,10000,25836,2,3,50,85
0,20000,25492,2,3,50,85
2,1000,33069,2,5,10,85
1,10000,28163,2,5,10,85
0,20000,25546,2,5,10,85
2,1000,31454,2,5,20,85
1,10000,28527,2,5,20,85
0,20000,26715,2,5,20,85
2,1000,29505,2,5,50,85
1,10000,25853,2,5,50,85
0,20000,25469,2,5,50,85
2,1000,31100,2,8,10,85
1,10000,27871,2,8,10,85
0,20000,26869,2,8,10,85
2,1000,29059,2,8,20,85
1,10000,25780,2,8,20,85
0,20000,25120,2,8,20,85
2,1000,32656,2,8,50,85
1,10000,30236,2,8,50,85
0,20000,27090,2,8,50,85
2,1000,30234,3,3,10,85
1,10000,26249,3,3,10,85
0,20000,25070,3,3,10,85
2,1000,27907,3,3,20,85
1,10000,25800,3,3,20,85
0,20000,24632,3,3,20,85
2,1000,36557,3,3,50,85
1,10000,31564,3,3,50,85
0,20000,29984,3,3,50,85
2,1000,27968,3,5,10,85
1,10000,23737,3,5,10,85
0,20000,23158,3,5,10,85
2,1000,34943,3,5,20,85
1,10000,27910,3,5,20,85
0,20000,26103,3,5,20,85
2,1000,35927,3,5,50,85
1,10000,31255,3,5,50,85
0,20000,28587,3,5,50,85
2,1000,26334,3,8,10,85
1,10000,24138,3,8,10,85
0,20000,22677,3,8,10,85
2,1000,29213,3,8,20,85
1,10000,25806,3,8,20,85
0,20000,24945,3,8,20,85
2,1000,27319,3,8,50,85
1,10000,26188,3,8,50,85
0,20000,24841,3,8,50,85
2,1000,31095,5,3,10,85
1,10000,24866,5,3,10,85
0,20000,23896,5,3,10,85
2,1000,26815,5,3,20,85
1,10000,24872,5,3,20,85
0,20000,23408,5,3,20,85
2,1000,28966,5,3,50,85
1,10000,26622,5,3,50,85
0,20000,25747,5,3,50,85
2,1000,25266,5,5,10,85
1,10000,22977,5,5,10,85
0,20000,22502,5,5,10,85
2,1000,27876,5,5,20,85
1,10000,25904,5,5,20,85
0,20000,25388,5,5,20,85
2,1000,27351,5,5,50,85
1,10000,26099,5,5,50,85
0,20000,25294,5,5,50,85
2,1000,27982,5,8,10,85
1,10000,22506,5,8,10,85
0,20000,22429,5,8,10,85
2,1000,33098,5,8,20,85
1,10000,24854,5,8,20,85
0,20000,23447,5,8,20,85
2,1000,38144,5,8,50,85
1,10000,30635,5,8,50,85
0,20000,26881,5,8,50,85
2,1000,39164,2,3,10,86
1,10000,31232,2,3,10,86
0,20000,28233,2,3,10,86
2,1000,27978,2,3,20,86
1,10000,26959,2,3,20,86
0,20000,25521,2,3,20,86
2,1000,26504,2,3,50,86
1,10000,24293,2,3,50,86
0,20000,23870,2,3,50,86
2,1000,25434,2,5,10,86
1,10000,23986,2,5,10,86
0,20000,23238,2,5,10,86
2,1000,26908,2,5,20,86
1,10000,24608,2,5,20,86
0,20000,23436,2,5,20,86
2,1000,27411,2,5,50,86
1,10000,24879,2,5,50,86
0,20000,23977,2,5,50,86
2,1000,30874,2,8,10,86
1,10000,23304,2,8,10,86
0,20000,22630,2,8,10,86
2,1000,27025,2,8,20,86
1,10000,23344,2,8,20,86
0,20000,22944,2,8,20,86
2,1000,26857,2,8,50,86
1,10000,25480,2,8,50,86
